Id,Category
0000,5
0001,1
0002,0
0003,3
0004,9
0005,10
0006,3
0007,3
0008,1
0009,6
0010,3
0011,1
0012,8
0013,6
0014,7
0015,3
0016,3
0017,3
0018,9
0019,9
0020,2
0021,9
0022,4
0023,6
0024,3
0025,0
0026,4
0027,2
0028,3
0029,6
0030,1
0031,4
0032,0
0033,1
0034,8
0035,10
0036,7
0037,10
0038,10
0039,7
0040,4
0041,1
0042,1
0043,3
0044,7
0045,6
0046,3
0047,10
0048,1
0049,0
0050,3
0051,6
0052,2
0053,10
0054,10
0055,7
0056,5
0057,10
0058,6
0059,9
0060,4
0061,4
0062,1
0063,8
0064,6
0065,6
0066,7
0067,7
0068,6
0069,1
0070,1
0071,9
0072,6
0073,3
0074,7
0075,1
0076,3
0077,10
0078,0
0079,8
0080,6
0081,6
0082,3
0083,10
0084,6
0085,10
0086,0
0087,1
0088,1
0089,9
0090,10
0091,7
0092,9
0093,9
0094,1
0095,7
0096,6
0097,7
0098,4
0099,8
0100,5
0101,0
0102,3
0103,2
0104,1
0105,7
0106,7
0107,2
0108,5
0109,1
0110,3
0111,1
0112,9
0113,1
0114,1
0115,7
0116,1
0117,8
0118,0
0119,7
0120,7
0121,9
0122,6
0123,2
0124,9
0125,7
0126,10
0127,3
0128,1
0129,1
0130,1
0131,8
0132,6
0133,7
0134,3
0135,1
0136,10
0137,1
0138,7
0139,7
0140,8
0141,9
0142,2
0143,3
0144,9
0145,6
0146,3
0147,9
0148,8
0149,9
0150,3
0151,3
0152,10
0153,3
0154,7
0155,7
0156,3
0157,0
0158,1
0159,0
0160,3
0161,6
0162,3
0163,6
0164,1
0165,3
0166,8
0167,2
0168,6
0169,9
0170,1
0171,1
0172,7
0173,1
0174,8
0175,5
0176,1
0177,9
0178,3
0179,5
0180,1
0181,10
0182,7
0183,6
0184,1
0185,2
0186,5
0187,0
0188,9
0189,10
0190,7
0191,10
0192,7
0193,5
0194,8
0195,3
0196,1
0197,9
0198,6
0199,0
0200,1
0201,9
0202,7
0203,3
0204,3
0205,10
0206,9
0207,2
0208,8
0209,9
0210,0
0211,3
0212,1
0213,6
0214,9
0215,5
0216,8
0217,10
0218,10
0219,9
0220,7
0221,7
0222,10
0223,3
0224,1
0225,3
0226,4
0227,7
0228,10
0229,9
0230,1
0231,7
0232,0
0233,3
0234,3
0235,9
0236,10
0237,0
0238,1
0239,7
0240,9
0241,7
0242,1
0243,0
0244,9
0245,2
0246,1
0247,7
0248,7
0249,3
0250,8
0251,1
0252,1
0253,9
0254,6
0255,0
0256,1
0257,9
0258,8
0259,6
0260,8
0261,1
0262,8
0263,4
0264,0
0265,0
0266,1
0267,3
0268,5
0269,10
0270,7
0271,10
0272,5
0273,3
0274,7
0275,6
0276,1
0277,8
0278,1
0279,10
0280,3
0281,10
0282,3
0283,1
0284,1
0285,1
0286,9
0287,8
0288,1
0289,7
0290,10
0291,5
0292,8
0293,8
0294,7
0295,7
0296,1
0297,1
0298,9
0299,8
0300,1
0301,2
0302,1
0303,1
0304,1
0305,10
0306,1
0307,7
0308,7
0309,1
0310,1
0311,4
0312,6
0313,0
0314,10
0315,1
0316,3
0317,5
0318,1
0319,9
0320,6
0321,0
0322,2
0323,3
0324,8
0325,7
0326,1
0327,8
0328,3
0329,3
0330,3
0331,10
0332,7
0333,3
0334,10
0335,1
0336,0
0337,1
0338,0
0339,0
0340,6
0341,9
0342,8
0343,7
0344,3
0345,2
0346,9
0347,1
0348,7
0349,4
0350,2
0351,6
0352,10
0353,7
0354,4
0355,7
0356,5
0357,0
0358,1
0359,8
0360,10
0361,6
0362,7
0363,1
0364,6
0365,4
0366,9
0367,9
0368,6
0369,6
0370,7
0371,7
0372,1
0373,7
0374,0
0375,8
0376,9
0377,3
0378,8
0379,6
0380,8
0381,1
0382,9
0383,8
0384,7
0385,3
0386,9
0387,9
0388,8
0389,9
0390,6
0391,1
0392,1
0393,10
0394,8
0395,3
0396,5
0397,10
0398,7
0399,6
0400,3
0401,1
0402,1
0403,6
0404,10
0405,7
0406,3
0407,4
0408,6
0409,1
0410,7
0411,7
0412,3
0413,5
0414,3
0415,1
0416,1
0417,7
0418,8
0419,7
0420,5
0421,9
0422,1
0423,3
0424,7
0425,6
0426,5
0427,1
0428,8
0429,7
0430,8
0431,3
0432,8
0433,3
0434,1
0435,1
0436,6
0437,4
0438,6
0439,8
0440,2
0441,10
0442,7
0443,7
0444,6
0445,8
0446,5
0447,8
0448,9
0449,0
0450,10
0451,7
0452,1
0453,0
0454,3
0455,3
0456,9
0457,6
0458,10
0459,8
0460,1
0461,9
0462,1
0463,7
0464,3
0465,7
0466,3
0467,8
0468,7
0469,9
0470,5
0471,9
0472,1
0473,8
0474,9
0475,8
0476,7
0477,8
0478,3
0479,7
0480,7
0481,4
0482,5
0483,9
0484,1
0485,7
0486,9
0487,7
0488,7
0489,7
0490,1
0491,7
0492,1
0493,7
0494,10
0495,1
0496,7
0497,0
0498,1
0499,2
0500,1
0501,8
0502,10
0503,1
0504,1
0505,8
0506,0
0507,1
0508,9
0509,9
0510,9
0511,3
0512,3
0513,7
0514,0
0515,7
0516,9
0517,8
0518,6
0519,10
0520,6
0521,9
0522,7
0523,2
0524,10
0525,10
0526,10
0527,1
0528,7
0529,6
0530,5
0531,7
0532,10
0533,7
0534,6
0535,3
0536,10
0537,6
0538,6
0539,3
0540,3
0541,8
0542,9
0543,6
0544,8
0545,7
0546,0
0547,0
0548,8
0549,3
0550,3
0551,7
0552,2
0553,5
0554,1
0555,9
0556,1
0557,1
0558,2
0559,10
0560,5
0561,10
0562,6
0563,0
0564,7
0565,7
0566,1
0567,9
0568,10
0569,5
0570,1
0571,3
0572,6
0573,3
0574,1
0575,1
0576,0
0577,10
0578,10
0579,1
0580,3
0581,3
0582,10
0583,4
0584,5
0585,1
0586,0
0587,8
0588,1
0589,6
0590,5
0591,1
0592,3
0593,10
0594,0
0595,7
0596,10
0597,7
0598,10
0599,4
0600,6
0601,1
0602,7
0603,5
0604,10
0605,7
0606,3
0607,1
0608,10
0609,3
0610,3
0611,0
0612,7
0613,3
0614,5
0615,6
0616,7
0617,4
0618,6
0619,1
0620,9
0621,10
0622,1
0623,1
0624,6
0625,0
0626,10
0627,6
0628,6
0629,1
0630,0
0631,9
0632,10
0633,7
0634,9
0635,1
0636,1
0637,3
0638,7
0639,9
0640,8
0641,0
0642,3
0643,9
0644,5
0645,2
0646,3
0647,6
0648,5
0649,7
0650,1
0651,8
0652,8
0653,8
0654,10
0655,0
0656,4
0657,2
0658,1
0659,10
0660,1
0661,6
0662,9
0663,2
0664,0
0665,3
0666,3
0667,8
0668,7
0669,8
0670,6
0671,1
0672,3
0673,2
0674,1
0675,4
0676,9
0677,6
0678,0
0679,0
0680,1
0681,9
0682,1
0683,10
0684,5
0685,5
0686,7
0687,9
0688,6
0689,8
0690,6
0691,0
0692,10
0693,7
0694,6
0695,7
0696,5
0697,1
0698,8
0699,0
0700,2
0701,0
0702,10
0703,3
0704,1
0705,0
0706,4
0707,7
0708,7
0709,10
0710,1
0711,3
0712,6
0713,1
0714,7
0715,6
0716,3
0717,10
0718,5
0719,6
0720,8
0721,5
0722,2
0723,3
0724,2
0725,10
0726,3
0727,0
0728,4
0729,2
0730,9
0731,7
0732,3
0733,2
0734,2
0735,2
0736,0
0737,9
0738,0
0739,9
0740,1
0741,7
0742,9
0743,0
0744,10
0745,3
0746,7
0747,0
0748,4
0749,10
0750,7
0751,1
0752,7
0753,1
0754,2
0755,7
0756,5
0757,7
0758,1
0759,7
0760,7
0761,4
0762,3
0763,5
0764,0
0765,9
0766,6
0767,6
0768,3
0769,3
0770,9
0771,9
0772,6
0773,3
0774,6
0775,9
0776,5
0777,9
0778,1
0779,3
0780,1
0781,7
0782,6
0783,7
0784,7
0785,8
0786,7
0787,1
0788,7
0789,9
0790,1
0791,5
0792,4
0793,10
0794,5
0795,1
0796,1
0797,6
0798,1
0799,0
0800,6
0801,9
0802,7
0803,0
0804,1
0805,2
0806,10
0807,7
0808,6
0809,10
0810,6
0811,10
0812,8
0813,1
0814,8
0815,6
0816,6
0817,1
0818,10
0819,4
0820,6
0821,1
0822,3
0823,0
0824,10
0825,6
0826,5
0827,7
0828,9
0829,6
0830,1
0831,0
0832,1
0833,5
0834,5
0835,1
0836,0
0837,2
0838,7
0839,1
0840,3
0841,7
0842,3
0843,9
0844,3
0845,7
0846,3
0847,1
0848,0
0849,7
0850,5
0851,2
0852,6
0853,8
0854,7
0855,1
0856,10
0857,10
0858,7
0859,6
0860,3
0861,0
0862,1
0863,6
0864,3
0865,1
0866,1
0867,3
0868,9
0869,10
0870,3
0871,10
0872,4
0873,5
0874,1
0875,3
0876,3
0877,3
0878,10
0879,2
0880,10
0881,5
0882,3
0883,5
0884,10
0885,9
0886,7
0887,1
0888,8
0889,6
0890,3
0891,5
0892,10
0893,1
0894,9
0895,1
0896,2
0897,2
0898,0
0899,3
0900,6
0901,0
0902,2
0903,7
0904,3
0905,7
0906,10
0907,9
0908,9
0909,6
0910,1
0911,5
0912,2
0913,6
0914,9
0915,7
0916,0
0917,6
0918,3
0919,1
0920,3
0921,3
0922,3
0923,5
0924,9
0925,1
0926,8
0927,3
0928,5
0929,0
0930,9
0931,3
0932,5
0933,8
0934,3
0935,1
0936,0
0937,3
0938,3
0939,9
0940,9
0941,0
0942,0
0943,3
0944,7
0945,7
0946,5
0947,8
0948,7
0949,6
0950,8
0951,10
0952,4
0953,6
0954,3
0955,3
0956,6
0957,4
0958,5
0959,0
0960,2
0961,8
0962,1
0963,0
0964,1
0965,8
0966,6
0967,7
0968,7
0969,7
0970,8
0971,7
0972,8
0973,8
0974,1
0975,6
0976,3
0977,1
0978,10
0979,1
0980,2
0981,3
0982,1
0983,3
0984,3
0985,8
0986,0
0987,9
0988,7
0989,7
0990,3
0991,1
0992,1
0993,1
0994,6
0995,8
0996,7
0997,10
0998,6
0999,7
1000,9
1001,2
1002,10
1003,1
1004,0
1005,3
1006,2
1007,0
1008,0
1009,9
1010,8
1011,7
1012,7
1013,4
1014,0
1015,3
1016,5
1017,7
1018,6
1019,7
1020,8
1021,9
1022,8
1023,1
1024,3
1025,1
1026,1
1027,3
1028,3
1029,4
1030,6
1031,3
1032,9
1033,9
1034,5
1035,6
1036,10
1037,0
1038,9
1039,2
1040,1
1041,4
1042,0
1043,10
1044,7
1045,8
1046,5
1047,1
1048,3
1049,2
1050,4
1051,1
1052,7
1053,4
1054,8
1055,8
1056,3
1057,1
1058,6
1059,1
1060,9
1061,6
1062,0
1063,7
1064,4
1065,7
1066,0
1067,8
1068,3
1069,9
1070,0
1071,3
1072,9
1073,3
1074,1
1075,5
1076,1
1077,4
1078,1
1079,0
1080,7
1081,2
1082,9
1083,7
1084,10
1085,1
1086,3
1087,3
1088,5
1089,8
1090,4
1091,10
1092,1
1093,0
1094,10
1095,0
1096,6
1097,4
1098,6
1099,10
1100,1
1101,2
1102,6
1103,7
1104,9
1105,6
1106,0
1107,0
1108,3
1109,0
1110,0
1111,7
1112,8
1113,3
1114,10
1115,1
1116,1
1117,8
1118,0
1119,1
1120,1
1121,1
1122,9
1123,7
1124,0
1125,0
1126,1
1127,7
1128,0
1129,0
1130,8
1131,7
1132,3
1133,6
1134,1
1135,6
1136,6
1137,1
1138,7
1139,3
1140,0
1141,8
1142,9
1143,3
1144,9
1145,2
1146,1
1147,3
1148,6
1149,8
1150,1
1151,6
1152,10
1153,3
1154,3
1155,7
1156,9
1157,3
1158,2
1159,7
1160,3
1161,8
1162,7
1163,7
1164,6
1165,5
1166,3
1167,6
1168,7
1169,9
1170,5
1171,8
1172,7
1173,6
1174,10
1175,10
1176,1
1177,7
1178,4
1179,8
1180,0
1181,9
1182,8
1183,5
1184,2
1185,9
1186,3
1187,10
1188,6
1189,4
1190,10
1191,7
1192,7
1193,0
1194,5
1195,0
1196,1
1197,6
1198,2
1199,6
1200,3
1201,9
1202,3
1203,8
1204,10
1205,3
1206,6
1207,3
1208,9
1209,3
1210,3
1211,0
1212,1
1213,7
1214,6
1215,7
1216,3
1217,1
1218,8
1219,10
1220,7
1221,9
1222,3
1223,9
1224,6
1225,2
1226,7
1227,2
1228,6
1229,7
1230,1
1231,1
1232,3
1233,10
1234,1
1235,10
1236,1
1237,1
1238,3
1239,1
1240,6
1241,9
1242,9
1243,5
1244,7
1245,0
1246,1
1247,3
1248,0
1249,3
1250,9
1251,1
1252,6
1253,10
1254,6
1255,0
1256,3
1257,2
1258,1
1259,10
1260,5
1261,1
1262,1
1263,0
1264,9
1265,1
1266,9
1267,8
1268,10
1269,6
1270,1
1271,4
1272,9
1273,4
1274,1
1275,9
1276,7
1277,8
1278,1
1279,1
1280,3
1281,9
1282,9
1283,7
1284,1
1285,0
1286,6
1287,0
1288,1
1289,8
1290,1
1291,9
1292,1
1293,7
1294,9
1295,6
1296,1
1297,6
1298,10
1299,7
1300,0
1301,0
1302,8
1303,10
1304,7
1305,3
1306,10
1307,0
1308,1
1309,3
1310,10
1311,1
1312,6
1313,10
1314,6
1315,1
1316,9
1317,3
1318,7
1319,1
1320,1
1321,9
1322,2
1323,6
1324,9
1325,3
1326,5
1327,6
1328,1
1329,7
1330,0
1331,1
1332,9
1333,7
1334,1
1335,5
1336,9
1337,4
1338,1
1339,1
1340,2
1341,1
1342,6
1343,10
1344,0
1345,1
1346,3
1347,9
1348,4
1349,1
1350,5
1351,8
1352,1
1353,6
1354,0
1355,7
1356,3
1357,3
1358,1
1359,10
1360,3
1361,5
1362,5
1363,6
1364,1
1365,5
1366,3
1367,5
1368,10
1369,1
1370,7
1371,7
1372,7
1373,10
1374,1
1375,7
1376,1
1377,7
1378,9
1379,3
1380,6
1381,5
1382,7
1383,6
1384,9
1385,3
1386,4
1387,6
1388,9
1389,9
1390,7
1391,0
1392,7
1393,0
1394,7
1395,8
1396,7
1397,4
1398,0
1399,3
1400,7
1401,9
1402,1
1403,6
1404,9
1405,7
1406,7
1407,6
1408,3
1409,2
1410,9
1411,1
1412,6
1413,0
1414,9
1415,3
1416,10
1417,8
1418,6
1419,2
1420,0
1421,6
1422,10
1423,3
1424,9
1425,6
1426,5
1427,1
1428,0
1429,0
1430,6
1431,1
1432,0
1433,10
1434,0
1435,7
1436,6
1437,7
1438,3
1439,6
1440,1
1441,8
1442,2
1443,6
1444,1
1445,2
1446,7
1447,7
1448,4
1449,8
1450,1
1451,9
1452,7
1453,4
1454,0
1455,8
1456,1
1457,7
1458,3
1459,9
1460,7
1461,1
1462,10
1463,10
1464,4
1465,0
1466,2
1467,5
1468,3
1469,1
1470,5
1471,7
1472,2
1473,7
1474,6
1475,7
1476,10
1477,6
1478,3
1479,1
1480,10
1481,9
1482,7
1483,0
1484,9
1485,10
1486,4
1487,7
1488,7
1489,6
1490,4
1491,1
1492,3
1493,9
1494,9
1495,0
1496,0
1497,7
1498,3
1499,3
